age,income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,months_employed,savings_balance,existing_loans,monthly_debt_payment,employment_status,risk_flag,credit_score
65,34146.08,0.4467,0.2287,1,14,10914.49,84,25330.3,1,64.92,Unemployed,1,703.82
66,92154.82,0.4206,0.2814,2,16,17026.99,117,10113.82,2,441.07,Full-time,1,700.97
28,65563.67,0.3938,0.3161,1,4,12437.5,128,2375.33,1,276.23,Full-time,1,734.5
39,41093.83,0.6337,0.2192,6,10,64109.56,133,9153.73,3,1004.15,Part-time,1,565.92
50,25898.17,0.3599,0.2785,3,10,25907.0,115,24935.94,1,60.75,Full-time,1,693.24
30,62229.65,0.1273,0.3537,2,8,22003.36,173,94925.39,1,246.77,Full-time,1,817.55
36,126940.13,0.5113,0.1171,1,8,14835.7,127,65238.63,3,59.55,Unemployed,1,748.17
39,140590.7,0.3691,0.4643,0,15,11991.8,172,6057.69,2,323.04,Full-time,1,766.53
51,77646.31,0.266,0.3023,1,7,8914.07,44,26351.04,0,239.62,Full-time,1,706.29
35,159995.75,0.6836,0.4098,0,8,45496.54,118,9130.44,1,675.37,Full-time,1,640.8
40,64904.78,0.286,0.3405,1,2,5824.57,114,7944.89,4,216.15,Full-time,1,749.08
34,101619.08,0.1628,0.3825,4,11,13993.85,66,31415.97,3,159.84,Full-time,1,660.54
56,54011.17,0.3381,0.0963,0,1,33449.34,95,16205.28,1,235.02,Full-time,1,803.66
28,52492.76,0.1196,0.4026,2,13,5581.79,75,16257.63,2,374.02,Full-time,1,725.97
31,48782.21,0.4312,0.2054,2,11,20430.63,16,3210.59,2,291.13,Full-time,1,632.62
32,26180.29,0.3677,0.3728,1,17,9804.3,70,5876.13,3,470.17,Part-time,1,679.82
63,118088.72,0.3772,0.1389,2,10,18373.22,12,6213.31,3,478.26,Full-time,1,662.12
65,49576.16,0.5074,0.1981,0,13,16026.73,159,20656.35,0,223.62,Unemployed,1,780.76
44,46136.17,0.193,0.4226,0,16,3720.37,105,24887.0,4,189.46,Full-time,1,773.95
28,38910.24,0.141,0.1948,1,4,28186.22,109,58402.98,2,389.17,Part-time,1,824.83
56,60357.36,0.4524,0.4251,1,6,9032.03,106,6003.37,2,582.8,Self-employed,1,671.34
44,146322.96,0.3958,0.3533,1,9,12282.24,68,59594.09,2,77.0,Self-employed,1,674.6
60,169770.11,0.1428,0.129,1,1,18685.12,139,10708.12,1,379.28,Full-time,1,850.0
37,31338.73,0.65,0.4385,0,5,23458.63,74,14287.91,1,267.81,Full-time,1,607.04
67,56415.45,0.298,0.339,1,8,24665.68,138,12096.17,1,155.83,Self-employed,1,765.85
58,41545.27,0.3705,0.1826,3,5,31369.96,87,16571.15,2,446.54,Unemployed,1,690.7
31,103233.84,0.2283,0.3428,3,1,3205.61,83,24164.66,3,221.34,Part-time,1,689.98
55,75279.8,0.5446,0.3649,0,13,25284.33,51,32270.87,2,642.51,Full-time,1,637.9
34,49689.25,0.5146,0.0789,2,5,18172.76,78,10853.76,3,880.22,Part-time,1,690.9
37,68367.84,0.2007,0.1953,1,1,12242.0,45,14406.45,3,162.42,Self-employed,1,753.46
32,53378.41,0.3293,0.277,1,12,21672.81,71,6158.37,3,337.59,Full-time,1,716.13
53,136818.53,0.3759,0.1703,1,4,34350.95,66,23769.3,4,257.5,Unemployed,1,724.66
33,84637.42,0.2736,0.2436,1,8,9763.63,169,16749.66,2,236.1,Full-time,1,822.85
51,89448.7,0.4684,0.2897,0,13,48117.03,71,6900.79,2,274.41,Unemployed,1,696.22
48,20000.0,0.4708,0.3754,2,6,40232.39,125,4642.96,2,271.74,Self-employed,1,669.08
56,64211.98,0.1992,0.242,3,10,23367.37,63,15316.35,1,799.0,Self-employed,1,707.24
67,168964.67,0.5422,0.1919,3,14,7660.47,64,40560.27,1,545.26,Unemployed,1,617.7
21,120181.46,0.4172,0.4034,0,13,81510.52,67,51443.34,2,784.02,Full-time,1,679.82
67,28819.56,0.256,0.293,1,6,22006.57,127,4449.16,0,157.66,Self-employed,1,780.78
26,57466.55,0.4339,0.2655,1,7,20006.75,39,29563.84,0,559.73,Full-time,1,660.96
45,38534.77,0.3476,0.3739,0,3,19526.55,98,26314.43,4,393.78,Full-time,1,733.91
37,142913.62,0.4287,0.115,1,3,26550.24,92,43352.87,0,567.3,Full-time,1,744.31
51,73859.89,0.6308,0.5256,3,5,34504.9,104,20014.55,2,183.02,Part-time,1,541.03
54,46839.96,0.4776,0.1383,1,17,17719.21,19,10054.58,1,127.84,Full-time,1,662.98
61,67196.14,0.2514,0.5703,3,17,7555.71,164,26056.66,2,184.96,Unemployed,1,693.67
39,20469.38,0.4619,0.1535,1,15,37214.42,50,1494.71,0,209.55,Self-employed,1,689.72
64,40609.91,0.3466,0.3869,1,5,10191.22,110,5751.29,1,311.6,Unemployed,1,715.96
36,67265.29,0.4973,0.4433,2,11,8925.45,60,6379.93,3,706.46,Full-time,1,589.98
30,96814.68,0.2354,0.3393,3,7,17247.38,163,7541.8,0,504.75,Full-time,1,755.39
38,27623.13,0.3018,0.3609,0,5,13107.48,175,3669.94,1,193.32,Self-employed,1,815.07
45,55741.49,0.2643,0.2337,2,3,23529.55,96,8269.23,1,297.33,Part-time,1,742.29
52,104230.34,0.2632,0.2718,4,17,26878.42,159,8344.94,3,370.4,Self-employed,1,735.59
60,34435.59,0.4308,0.402,1,12,12977.23,138,10678.76,4,38.94,Full-time,1,710.26
31,73359.87,0.5028,0.1978,1,12,19631.55,173,17004.9,2,567.51,Part-time,1,768.88
35,68165.14,0.4395,0.5416,1,5,12839.37,96,4612.14,2,494.7,Unemployed,1,637.75
65,143124.64,0.289,0.3916,2,17,30846.36,116,9091.9,2,463.08,Self-employed,1,712.07
41,59661.29,0.377,0.3324,0,4,25417.1,103,12359.98,1,266.33,Full-time,1,739.63
32,61253.71,0.3426,0.1323,0,4,29799.27,130,2763.28,6,605.92,Self-employed,1,822.48
67,97220.02,0.2859,0.1562,3,10,14780.6,79,12548.81,2,368.96,Full-time,1,716.01
42,36429.83,0.3802,0.1323,3,16,21608.22,76,16365.27,0,388.46,Part-time,1,691.2
67,59910.23,0.4639,0.3729,1,13,25771.82,119,25446.65,4,697.03,Full-time,1,691.77
64,53902.05,0.356,0.3438,0,17,30460.96,161,4350.72,1,295.4,Self-employed,1,791.42
63,62161.41,0.2532,0.1988,1,11,28681.08,14,11744.6,0,94.91,Self-employed,1,711.01
48,96933.74,0.3297,0.2919,2,5,16548.09,169,38323.04,3,634.35,Unemployed,1,768.95
58,84912.17,0.2916,0.3676,0,9,8064.34,123,3054.84,1,114.31,Part-time,1,773.12
66,47244.57,0.3637,0.3306,1,9,25620.47,6,13283.14,0,305.64,Part-time,1,638.24
33,70369.46,0.3292,0.1508,0,17,24746.01,95,3662.36,1,111.01,Full-time,1,792.71
22,129404.54,0.263,0.5247,1,6,8350.67,165,9273.35,3,172.03,Part-time,1,752.42
36,45519.02,0.2993,0.0621,1,5,32620.15,131,6739.57,1,420.35,Unemployed,1,828.85
50,70638.11,0.1739,0.3211,2,8,20117.42,101,18363.7,0,559.37,Self-employed,1,751.72
46,60662.3,0.3576,0.421,2,9,16477.87,4,10394.65,1,643.55,Full-time,1,590.8
24,64321.4,0.3324,0.2053,3,10,20940.2,81,4513.73,2,666.26,Full-time,1,691.46
47,31767.66,0.6163,0.2919,2,4,34604.92,54,48763.6,6,626.89,Full-time,1,587.14
29,124846.88,0.4274,0.161,2,14,53688.94,149,15542.62,2,329.47,Self-employed,1,755.7
44,46701.97,0.3361,0.2009,3,9,17369.36,103,30909.43,0,681.42,Part-time,1,709.78
48,105001.76,0.1337,0.5102,1,8,15347.88,50,5266.14,1,228.17,Full-time,1,699.01
50,50030.12,0.1993,0.3919,2,9,27596.63,85,9564.5,1,79.44,Part-time,1,713.07
40,49937.27,0.4974,0.2657,0,16,7058.37,123,31233.3,2,442.19,Full-time,1,736.86
40,114222.72,0.3322,0.1567,0,14,32979.0,22,7062.29,3,129.52,Part-time,1,729.5
52,103491.84,0.3139,0.2462,0,10,6986.0,90,13302.22,1,165.93,Full-time,1,769.28
56,72685.68,0.4762,0.3049,0,8,6890.84,12,12636.67,2,167.35,Self-employed,1,640.92
58,93201.37,0.4247,0.2191,1,4,53493.04,34,1792.73,2,202.34,Full-time,1,671.15
36,58113.38,0.3222,0.2694,1,3,4196.92,74,12601.28,3,468.32,Part-time,1,722.66
40,65922.47,0.3127,0.0614,2,17,45029.12,108,9357.82,2,796.06,Full-time,1,780.84
36,49132.16,0.3368,0.2709,2,17,53734.33,76,11602.72,1,547.31,Unemployed,1,694.57
45,99392.23,0.2689,0.2635,1,5,22872.59,167,7247.71,0,179.82,Full-time,1,817.62
26,48434.32,0.2805,0.4433,1,5,27557.1,70,4466.81,1,258.14,Full-time,1,688.36
41,129097.13,0.2613,0.2131,0,15,5991.7,114,6690.84,3,63.56,Full-time,1,813.34
29,57404.31,0.3613,0.3757,2,5,12775.79,169,8537.61,1,292.59,Full-time,1,738.52
46,66784.67,0.3712,0.405,1,12,23177.02,118,22379.32,1,430.89,Full-time,1,710.72
60,93099.83,0.1316,0.3745,3,16,22709.21,39,8301.15,3,597.06,Full-time,1,674.4
67,66885.6,0.6297,0.3157,2,16,24613.39,4,14668.16,4,168.31,Full-time,1,535.5
41,57869.24,0.3489,0.3077,1,12,22700.63,129,15850.57,1,600.39,Self-employed,1,750.91
23,65283.16,0.3813,0.3874,0,2,18300.99,39,8435.78,3,201.27,Part-time,1,671.26
31,98934.99,0.2198,0.2471,2,16,7667.47,35,30506.51,2,602.5,Full-time,1,701.45
25,49105.02,0.5418,0.3124,4,4,23072.96,150,9712.85,3,590.8,Self-employed,1,634.36
56,62516.97,0.3975,0.2183,1,5,8137.2,10,8292.23,2,801.34,Full-time,1,659.51
67,66478.18,0.4331,0.4576,2,4,13969.68,58,34171.22,2,1262.61,Self-employed,1,604.0
47,97642.03,0.3134,0.4014,1,1,47786.77,112,15009.41,2,224.47,Full-time,1,723.96
29,63263.86,0.4857,0.1626,1,4,6032.7,164,1749.37,2,554.0,Unemployed,1,775.31
21,149303.23,0.2713,0.3107,3,8,16531.0,152,1394.13,0,270.75,Self-employed,1,742.6
66,61670.29,0.7233,0.3673,1,1,33115.69,119,51762.62,0,145.45,Full-time,1,615.35
35,59459.01,0.1684,0.4815,1,5,28200.77,61,14335.09,1,439.73,Part-time,1,704.94
26,61269.38,0.2666,0.4299,2,3,22335.65,43,11524.21,2,510.93,Full-time,1,648.38
29,36589.31,0.1694,0.3231,1,13,11225.06,99,2026.87,2,283.07,Full-time,1,775.9
32,41501.0,0.4536,0.1465,3,12,45142.68,110,11797.91,2,183.03,Full-time,1,693.96
51,52114.57,0.3689,0.3048,2,4,7655.75,114,5450.83,2,444.62,Part-time,1,708.13
62,110318.12,0.3571,0.2986,1,15,29291.53,177,10216.42,1,179.31,Full-time,1,790.72
33,65192.08,0.442,0.275,1,2,20072.85,121,7193.07,0,303.07,Part-time,1,724.48
53,53205.13,0.3961,0.4479,1,3,10397.44,32,10444.89,1,512.69,Full-time,1,620.86
24,114914.15,0.3845,0.3992,3,9,13733.82,109,15748.96,1,424.56,Unemployed,1,650.68
21,132990.07,0.5052,0.4032,4,16,64073.83,147,18340.49,1,555.64,Unemployed,1,620.14
23,116415.63,0.1817,0.479,3,5,7994.51,161,12638.13,3,212.63,Part-time,1,734.91
64,45076.19,0.4897,0.3237,1,17,5260.96,69,14626.86,4,303.79,Part-time,1,654.67
48,52951.84,0.3569,0.3107,0,5,11538.37,35,2931.38,2,238.71,Part-time,1,694.42
58,149668.96,0.6051,0.3589,0,11,24078.36,70,12439.92,1,355.34,Full-time,1,637.08
22,73755.65,0.5436,0.1032,2,6,48857.98,134,15928.76,1,214.66,Full-time,1,722.79
22,58663.2,0.3827,0.2931,0,11,18355.86,37,12488.94,1,303.97,Full-time,1,692.75
60,91423.39,0.2034,0.2137,0,6,5767.66,170,47239.36,2,345.82,Full-time,1,850.0
25,104118.46,0.1992,0.3829,2,5,19281.66,148,10672.07,2,754.84,Full-time,1,767.85
28,51166.88,0.1998,0.4625,0,8,32832.04,64,4334.29,1,259.33,Part-time,1,727.77
45,73038.94,0.5265,0.3116,3,6,22569.81,81,13354.32,1,404.6,Part-time,1,606.65
49,100403.47,0.4657,0.094,1,10,25479.81,140,8199.88,3,726.04,Full-time,1,778.46
31,39256.44,0.2628,0.6706,1,9,4863.95,111,3083.57,1,119.76,Full-time,1,671.01
41,66539.79,0.3089,0.2964,4,10,7048.09,111,10312.58,5,461.42,Full-time,1,675.73
52,40075.67,0.2733,0.4135,1,3,16419.9,34,46838.19,5,458.99,Self-employed,1,667.97
41,42505.5,0.332,0.4745,0,11,39872.6,51,9763.71,2,378.18,Self-employed,1,674.28
38,51359.49,0.5351,0.6249,1,13,10377.53,36,33549.85,0,326.16,Self-employed,1,538.24
24,82018.8,0.2939,0.326,0,3,20812.4,74,24585.92,3,690.7,Part-time,1,742.0
42,57244.67,0.3044,0.5775,0,4,20259.24,109,99892.44,4,40.52,Full-time,1,705.14
58,49425.01,0.1533,0.2889,0,2,8691.53,158,19649.65,0,427.07,Full-time,1,850.0
50,67724.25,0.5691,0.0919,1,4,10771.18,175,14256.61,2,384.31,Part-time,1,777.13
62,39492.53,0.3885,0.396,0,16,17718.43,88,14414.4,2,371.22,Unemployed,1,707.78
26,80254.77,0.3787,0.6344,1,2,13961.63,77,16927.73,3,266.21,Full-time,1,616.96
21,110097.77,0.5253,0.0855,0,4,32029.48,54,10711.58,2,236.44,Part-time,1,716.04
46,63854.23,0.4632,0.1828,1,3,13432.75,154,8671.77,0,251.38,Full-time,1,768.67
29,60403.84,0.2374,0.5664,2,15,33555.52,179,19769.27,3,298.05,Full-time,1,736.35
48,78280.06,0.2711,0.5437,3,10,13999.2,74,7802.97,3,307.67,Self-employed,1,619.41
63,26560.72,0.3167,0.1666,0,2,18338.38,56,2732.92,2,66.89,Part-time,1,760.01
36,84252.02,0.1803,0.4527,1,5,31569.18,179,4386.34,0,476.15,Part-time,1,806.9
46,250000.0,0.3823,0.3724,1,12,16730.06,10,54168.17,2,135.41,Full-time,1,625.54
53,62617.23,0.5597,0.2556,0,13,13382.75,85,10186.63,2,387.85,Full-time,1,689.02
28,62717.37,0.1822,0.3394,2,11,17181.1,38,25669.94,2,195.01,Part-time,1,692.16
63,92468.48,0.498,0.2748,1,10,33701.13,107,7382.48,2,392.02,Self-employed,1,696.07
30,138745.93,0.373,0.3093,0,8,22746.35,174,28448.93,1,821.09,Full-time,1,805.78
58,102614.6,0.3808,0.2061,3,15,4018.89,16,18806.94,0,138.35,Part-time,1,622.57
52,25083.79,0.3493,0.3142,4,7,10878.3,58,72575.54,1,368.66,Unemployed,1,614.99
27,85265.86,0.5213,0.4575,0,17,10944.18,10,40909.25,6,357.81,Full-time,1,587.57
55,210526.87,0.2924,0.145,1,15,27131.7,155,24967.61,1,153.15,Part-time,1,830.2
30,87561.66,0.3474,0.2064,1,16,4715.54,25,8099.59,0,720.08,Self-employed,1,690.01
49,39357.0,0.4385,0.1301,0,12,21934.55,157,4917.75,1,158.4,Unemployed,1,816.76
66,75118.59,0.2167,0.27,2,6,28147.51,63,11858.19,1,107.14,Self-employed,1,719.99
65,37186.12,0.4131,0.1671,3,11,28150.33,6,13577.67,2,242.94,Part-time,1,614.29
61,115238.79,0.6477,0.11,2,8,16995.81,90,9437.14,3,737.15,Part-time,1,653.19
44,43038.61,0.2566,0.1673,3,16,5818.9,132,24327.64,0,386.57,Self-employed,1,766.2
47,68419.26,0.4532,0.4316,1,16,15062.35,42,14269.61,1,696.81,Full-time,1,616.14
35,44981.16,0.323,0.5045,2,2,50598.29,99,13332.29,0,440.47,Self-employed,1,659.48
64,51745.79,0.1943,0.2755,0,13,11883.31,71,48800.31,1,534.88,Part-time,1,782.0
43,129154.91,0.5217,0.3976,1,13,82998.96,113,14602.55,0,162.27,Full-time,1,663.26
57,69324.64,0.3169,0.1015,2,11,31818.61,37,4221.86,3,87.95,Full-time,1,710.39
37,51449.65,0.1961,0.2071,2,17,16315.77,80,31899.14,2,505.84,Unemployed,1,756.06
55,39523.37,0.51,0.4322,0,2,21120.8,163,15963.87,2,218.4,Part-time,1,724.78
31,28502.14,0.6324,0.1692,0,17,23436.92,25,10597.45,2,100.41,Unemployed,1,638.81
55,37681.47,0.5867,0.3129,1,1,12039.95,49,5927.95,1,485.42,Unemployed,1,611.6
23,69590.38,0.3386,0.2332,2,3,13498.16,27,39027.42,2,441.75,Part-time,1,662.62
25,102858.05,0.3818,0.3418,1,11,72856.24,76,56204.17,2,883.22,Full-time,1,688.34
37,51423.05,0.4932,0.1825,3,14,51236.11,7,7543.63,0,277.57,Unemployed,1,587.25
43,134154.13,0.42,0.1695,3,16,13843.33,7,17204.86,3,315.47,Self-employed,1,612.46
54,47912.17,0.4423,0.3146,1,2,10454.74,49,19402.38,1,502.98,Full-time,1,654.49
37,59450.23,0.2184,0.3764,2,15,5912.27,135,3035.07,1,882.27,Full-time,1,752.88
21,40708.43,0.2826,0.482,2,12,81601.37,118,12872.61,2,655.59,Full-time,1,693.05
36,103346.51,0.3135,0.1957,1,7,36938.35,105,3041.1,2,165.9,Self-employed,1,769.53
41,170055.44,0.1581,0.2282,3,11,43152.8,52,13153.93,4,285.3,Unemployed,1,713.85
46,29946.94,0.3781,0.3309,1,7,12328.03,166,91451.26,2,394.54,Full-time,1,767.18
51,56626.2,0.344,0.5513,0,8,11772.73,70,3898.02,3,346.74,Self-employed,1,667.31
32,116908.98,0.5479,0.2786,4,4,9461.17,108,65829.04,1,177.19,Part-time,1,605.98
49,34505.52,0.6521,0.3299,1,6,2000.0,107,60471.29,3,832.59,Full-time,1,636.06
50,85392.01,0.2632,0.3144,1,12,9777.19,164,13296.57,4,284.16,Part-time,1,804.11
57,114652.66,0.4432,0.1635,3,5,22555.02,115,20699.86,2,120.03,Self-employed,1,697.0
45,68542.07,0.2383,0.2186,1,14,21458.52,81,10499.66,4,296.35,Part-time,1,766.36
59,84763.34,0.3224,0.3942,1,6,11715.74,155,9135.27,1,547.31,Full-time,1,758.9
31,146152.53,0.3274,0.3231,1,16,28517.05,118,15880.22,0,717.78,Unemployed,1,744.34
54,159021.06,0.2683,0.4043,0,2,11249.64,66,6915.13,0,232.64,Full-time,1,723.44
23,64351.45,0.3405,0.5096,0,6,30865.69,8,19973.08,4,362.66,Unemployed,1,627.12
25,52074.46,0.2486,0.3196,0,6,30588.71,132,13839.44,2,349.18,Full-time,1,805.52
61,43739.59,0.3013,0.2345,2,10,31997.53,142,5392.47,0,361.99,Part-time,1,769.32
43,102706.83,0.6199,0.2155,1,9,18990.54,64,24418.69,3,817.06,Part-time,1,638.49
50,35692.68,0.3721,0.5488,1,2,10185.1,109,24967.98,0,170.26,Full-time,1,667.0
49,59061.92,0.4235,0.2067,1,9,7827.36,128,34702.1,2,1029.01,Unemployed,1,752.94
53,69300.71,0.2153,0.2083,2,10,3951.91,139,8886.23,3,82.67,Part-time,1,799.17
32,52767.4,0.3437,0.4905,2,10,30638.7,167,32035.53,3,312.27,Self-employed,1,713.43
29,75050.7,0.2364,0.2817,5,10,5540.92,108,84262.09,2,701.34,Full-time,1,673.66
22,209825.39,0.5669,0.3869,0,13,16406.88,62,13701.06,2,770.49,Full-time,1,634.87
61,62647.6,0.5066,0.3638,1,13,21006.8,83,14777.78,2,671.54,Full-time,1,651.24
31,54397.17,0.2323,0.14,1,2,8532.33,90,23786.34,0,282.66,Unemployed,1,795.31
48,104495.5,0.3229,0.2494,1,11,16543.35,35,2120.0,4,764.46,Self-employed,1,694.95
42,73704.02,0.3347,0.1686,2,15,22545.44,46,4183.09,4,802.83,Self-employed,1,695.77
28,126462.5,0.2147,0.1917,0,8,14893.13,39,8365.56,4,652.44,Self-employed,1,770.17
40,71261.35,0.3411,0.1969,2,7,24891.34,95,9997.72,2,104.41,Part-time,1,727.61
24,59172.34,0.5421,0.1485,1,9,13210.57,78,14696.45,1,195.65,Part-time,1,690.24
29,29653.15,0.3587,0.5449,0,4,14846.87,94,16767.05,1,430.52,Full-time,1,684.5
27,31924.19,0.4951,0.2949,4,8,9680.37,16,4158.67,0,613.94,Self-employed,1,541.08
59,28967.67,0.3969,0.4715,3,4,16400.59,146,35575.61,5,178.03,Full-time,1,659.72
47,78488.13,0.3708,0.2733,3,7,18110.52,159,17732.54,2,267.23,Full-time,1,727.94
64,35846.02,0.1777,0.4791,1,14,9445.65,141,14056.46,1,323.45,Full-time,1,769.42
41,116425.84,0.2253,0.1004,0,16,24349.43,126,20271.34,0,354.33,Full-time,0,850.0
30,67077.97,0.3056,0.1122,1,9,3210.46,76,7918.57,1,437.0,Full-time,1,768.6
49,59285.25,0.287,0.2848,2,16,38461.04,23,10908.05,2,520.18,Full-time,1,661.87
64,45263.91,0.6108,0.3025,2,5,6685.94,33,5322.6,1,68.75,Part-time,1,568.64
46,87554.47,0.4251,0.4231,1,5,37357.95,60,2052.04,3,516.03,Full-time,1,641.7
21,46072.71,0.2476,0.2904,1,16,27843.1,47,10927.89,3,550.48,Full-time,1,717.29
35,42471.13,0.5229,0.2882,2,11,36637.13,59,57867.86,2,289.52,Full-time,1,620.25
64,112956.43,0.4699,0.2828,1,10,8198.23,91,8238.91,1,605.54,Full-time,1,689.16
45,77619.93,0.1909,0.2942,2,7,15638.37,78,3557.51,2,247.68,Full-time,1,734.18
65,59532.74,0.3521,0.1168,3,11,22151.87,174,21590.69,3,627.83,Full-time,1,785.17
44,88313.2,0.587,0.4029,1,16,24332.52,21,8893.7,1,365.14,Self-employed,1,565.67
21,66437.66,0.2103,0.4578,1,5,32471.06,123,19375.53,2,210.29,Full-time,1,749.96
62,78618.0,0.3399,0.1997,2,13,28451.13,41,23428.21,2,628.88,Full-time,1,682.27
56,45817.36,0.5895,0.3269,1,7,25160.59,50,8685.81,3,610.17,Self-employed,1,608.09
54,167993.3,0.4283,0.1872,1,6,25436.86,81,19007.15,3,716.63,Full-time,1,717.21
66,50979.1,0.2984,0.279,1,6,29103.92,178,12963.12,2,472.54,Self-employed,1,814.06
30,133279.99,0.2734,0.3605,0,15,18286.06,172,2508.18,2,407.73,Full-time,1,821.19
63,60779.57,0.6056,0.3988,1,5,40219.79,150,8553.58,1,231.66,Full-time,1,668.62
31,95148.46,0.1707,0.5462,0,8,17087.88,12,6599.23,3,174.55,Self-employed,1,672.24
66,92078.85,0.4977,0.3102,1,16,5519.72,81,3707.33,0,911.66,Part-time,1,665.64
29,110866.64,0.347,0.228,2,9,43121.01,146,6501.57,2,103.29,Full-time,1,760.57
46,45329.77,0.4394,0.2845,1,3,25024.56,124,23635.98,3,450.18,Full-time,1,725.39
58,107369.98,0.4056,0.2983,0,17,16247.96,67,13519.93,0,153.83,Self-employed,1,709.58
24,151887.89,0.316,0.2522,1,2,19532.69,23,2758.99,2,456.05,Unemployed,1,686.32
24,58899.52,0.5549,0.2844,1,16,51788.44,87,5196.5,3,651.04,Full-time,1,659.93
60,67212.72,0.2716,0.1098,0,7,19342.19,176,13533.23,1,495.98,Full-time,1,850.0
23,52284.17,0.2908,0.1472,2,12,52226.18,54,13326.04,5,147.27,Self-employed,1,720.96
49,56619.21,0.3074,0.2561,2,12,25088.57,31,10174.42,2,326.05,Full-time,1,669.59
65,142934.29,0.4991,0.1967,0,5,13988.84,147,25346.05,1,455.07,Part-time,1,773.6
49,42112.27,0.3822,0.4968,0,6,7209.69,153,18281.6,1,162.64,Full-time,1,738.64
43,43306.0,0.4373,0.3198,2,3,19224.87,144,8220.08,4,351.06,Full-time,1,708.86
40,136612.73,0.3809,0.3847,1,4,45247.15,87,7525.1,4,372.8,Full-time,1,687.06
50,87644.73,0.3069,0.2389,0,1,12113.21,85,11256.3,2,229.43,Unemployed,1,769.04
47,171813.8,0.3257,0.3084,0,1,23309.24,135,2273.38,0,313.57,Self-employed,1,787.69
44,54030.43,0.1492,0.3993,1,8,52814.41,15,17125.01,2,550.34,Full-time,1,692.92
28,70040.33,0.5366,0.3607,2,15,5213.44,61,4591.64,1,345.4,Self-employed,1,599.68
52,49153.11,0.2534,0.061,2,7,23820.17,17,37350.41,2,608.95,Full-time,1,722.9
55,70578.83,0.4586,0.1487,1,13,26577.82,93,3117.61,1,578.64,Full-time,1,727.74
54,29781.91,0.2823,0.43,1,6,23138.7,165,18290.97,4,619.79,Full-time,1,770.31
24,90059.83,0.168,0.4791,1,11,5471.12,108,2458.87,2,356.52,Full-time,1,744.82
54,76539.59,0.5207,0.2129,2,9,10599.03,10,7717.21,0,515.07,Full-time,1,598.9
55,64479.36,0.4502,0.4487,2,13,4187.76,76,18698.34,2,609.75,Unemployed,1,616.1
29,55510.98,0.2802,0.207,1,12,7169.81,107,29137.17,4,478.78,Self-employed,1,778.36
60,44238.94,0.3706,0.2157,3,15,32551.93,85,27916.14,3,661.2,Part-time,1,680.73
45,91809.48,0.6155,0.0868,0,10,14314.23,84,23961.18,3,89.36,Full-time,1,713.65
43,39066.07,0.1972,0.555,1,5,31999.38,175,26330.85,2,867.68,Full-time,1,772.92
54,83312.44,0.4386,0.1966,1,2,30797.25,38,28292.26,3,427.58,Part-time,1,675.94
44,168299.96,0.2079,0.1494,1,14,8212.89,83,8257.55,1,512.85,Full-time,1,794.45
46,129118.35,0.1398,0.1746,2,4,20302.36,69,9604.33,1,1212.19,Part-time,1,771.91
35,33613.82,0.2539,0.1695,2,2,5940.9,31,23603.98,1,647.91,Self-employed,1,707.29
64,51972.39,0.2372,0.2017,0,8,21857.53,178,33658.03,6,253.5,Self-employed,1,850.0
66,79989.67,0.5253,0.4526,1,16,24260.65,89,11570.82,1,626.81,Full-time,1,628.43
27,64111.12,0.2833,0.284,0,6,15379.71,90,8322.03,3,990.31,Full-time,1,769.01
55,35251.64,0.2846,0.2175,2,10,5555.43,163,8088.52,1,468.9,Unemployed,1,796.08
22,78699.51,0.3444,0.385,0,8,6365.25,51,6471.17,2,340.68,Part-time,1,692.93
38,65873.56,0.4622,0.3192,1,13,106920.15,47,19488.08,3,847.62,Part-time,1,645.71
66,156599.43,0.4883,0.404,2,14,27860.8,156,34248.78,3,486.24,Unemployed,1,682.51
29,59044.52,0.1903,0.5366,2,9,14836.01,57,19738.47,1,225.04,Full-time,1,656.26
38,111926.93,0.4084,0.15,1,8,35310.59,79,12869.12,1,319.17,Self-employed,1,730.81
31,37414.37,0.2878,0.1278,0,7,50521.21,50,66714.77,0,468.85,Unemployed,1,773.38
55,41664.13,0.2105,0.1983,2,13,42081.86,51,13149.11,2,117.06,Full-time,1,729.78
42,91559.83,0.2186,0.1986,0,13,15749.36,68,42788.09,1,675.1,Unemployed,1,791.44
48,107761.84,0.5459,0.395,1,5,14275.33,49,5253.25,2,240.97,Unemployed,1,603.31
65,43009.37,0.3918,0.3258,1,6,31480.31,86,15953.14,2,384.17,Full-time,1,697.68
45,66892.01,0.3738,0.321,0,13,15293.81,146,5762.28,0,683.67,Part-time,1,779.28
55,35535.57,0.3326,0.1302,3,11,41733.49,62,6074.44,0,614.52,Full-time,1,694.34
25,60989.14,0.5143,0.1171,1,13,19505.76,51,6688.17,2,508.71,Self-employed,1,683.94
31,96434.11,0.5697,0.3458,2,1,31427.62,36,14071.56,2,143.05,Unemployed,1,572.64
65,54408.12,0.2784,0.2886,2,16,37335.26,78,9004.99,1,499.9,Unemployed,1,709.33
61,59156.06,0.2408,0.1685,1,15,7264.45,63,2297.77,3,247.07,Part-time,1,763.14
51,39798.8,0.184,0.2758,2,16,19970.04,73,9222.46,1,279.46,Self-employed,1,736.68
38,49426.34,0.4292,0.1711,3,3,40287.84,76,7847.63,4,572.99,Unemployed,1,666.8
